Item #,Data Order,Data Element,Form Version,Packet,Form ID,UDS Question,Data Type,Data Length,Column 1,Column 2,RANGE1,RANGE2,MISS1,MISS2,MISS3,MISS4,MISS5,MISS6,VAL1,VAL2,VAL3,VAL4,VAL5,VAL6,VAL7,VAL8,VAL9,VAL10,VAL11,VAL12,VAL1D,VAL2D,VAL3D,VAL4D,VAL5D,VAL6D,VAL7D,VAL8D,VAL9D,VAL10D,VAL11D,VAL12D,BLANKS1,BLANKS2,BLANKS3,BLANKS4,BLANKS5,SKIPS1,SKIPS2
7i2,227,KID9YOB,3,I,A3,Child 9 - Birth year,Num,4,1154,1157,1875,2014,9999,.,.,.,.,.,.,9999,.,.,.,.,.,.,.,.,.,.,,Year Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
7i3,228,KID9AGD,3,I,A3,Child 9 - Age at death,Num,3,1159,1161,0,110,888,999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
7i4,229,KID9NEU,3,I,A3,Child 9 - Neurological problem,Num,1,1163,1163,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,"If Question 7i4 KID9NEU = 8 (N/A), then skip the remaining questions in the row","If Question 7i4 KID9NEU = 9 (Unknown), then skip the remaining questions in the row"
7i5,230,KID9PDX,3,I,A3,Child 9 - Primary diagnosis,Num,3,1165,1167,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7i4 KID9NEU = 8 (N/A),Blank if Question 7i4 KID9NEU = 9 (Unknown),,,,
7i6,231,KID9MOE,3,I,A3,Child 9 - Method of evaluation,Num,1,1169,1169,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7i4 KID9NEU = 8 (N/A),Blank if Question 7i4 KID9NEU = 9 (Unknown),,,,
7i7,232,KID9AGO,3,I,A3,Child 9 - Age of onset,Num,3,1171,1173,0,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7i4 KID9NEU = 8 (N/A),Blank if Question 7i4 KID9NEU = 9 (Unknown),,,,
7j1,233,KID10MOB,3,I,A3,Child 10 - Birth month,Num,2,1175,1176,1,12,99,.,.,.,.,.,.,99,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
7j2,234,KID10YOB,3,I,A3,Child 10 - Birth year,Num,4,1178,1181,1875,2014,9999,.,.,.,.,.,.,9999,.,.,.,.,.,.,.,.,.,.,,Year Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
7j3,235,KID10AGD,3,I,A3,Child 10 - Age at death,Num,3,1183,1185,0,110,888,999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
7j4,236,KID10NEU,3,I,A3,Child 10 - Neurological problem,Num,1,1187,1187,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,"If Question 7j4 KID10NEU = 8 (N/A), then skip the remaining questions in the row","If Question 7j4 KID10NEU = 9 (Unknown), then skip the remaining questions in the row"
7j5,237,KID10PDX,3,I,A3,Child 10 - Primary diagnosis,Num,3,1189,1191,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7j4 KID10NEU = 8 (N/A),Blank if Question 7j4 KID10NEU = 9 (Unknown),,,,
7j6,238,KID10MOE,3,I,A3,Child 10 - Method of evaluation,Num,1,1193,1193,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7j4 KID10NEU = 8 (N/A),Blank if Question 7j4 KID10NEU = 9 (Unknown),,,,
7j7,239,KID10AGO,3,I,A3,Child 10 - Age of onset,Num,3,1195,1197,0,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7j4 KID10NEU = 8 (N/A),Blank if Question 7j4 KID10NEU = 9 (Unknown),,,,
7k1,240,KID11MOB,3,I,A3,Child 11 - Birth month,Num,2,1199,1200,1,12,99,.,.,.,.,.,.,99,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
7k2,241,KID11YOB,3,I,A3,Child 11 - Birth year,Num,4,1202,1205,1875,2014,9999,.,.,.,.,.,.,9999,.,.,.,.,.,.,.,.,.,.,,Year Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
7k3,242,KID11AGD,3,I,A3,Child 11 - Age at death,Num,3,1207,1209,0,110,888,999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
7k4,243,KID11NEU,3,I,A3,Child 11 - Neurological problem,Num,1,1211,1211,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,"If Question 7k4 KID11NEU = 8 (N/A), then skip the remaining questions in the row","If Question 7k4 KID11NEU = 9 (Unknown), then skip the remaining questions in the row"
7k5,244,KID11PDX,3,I,A3,Child 11 - Primary diagnosis,Num,3,1213,1215,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7k4 KID11NEU = 8 (N/A),Blank if Question 7k4 KID11NEU = 9 (Unknown),,,,
7k6,245,KID11MOE,3,I,A3,Child 11 - Method of evaluation,Num,1,1217,1217,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7k4 KID11NEU = 8 (N/A),Blank if Question 7k4 KID11NEU = 9 (Unknown),,,,
7k7,246,KID11AGO,3,I,A3,Child 11 - Age of onset,Num,3,1219,1221,0,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7k4 KID11NEU = 8 (N/A),Blank if Question 7k4 KID11NEU = 9 (Unknown),,,,
7l1,247,KID12MOB,3,I,A3,Child 12 - Birth month,Num,2,1223,1224,1,12,99,.,.,.,.,.,.,99,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
7l2,248,KID12YOB,3,I,A3,Child 12 - Birth year,Num,4,1226,1229,1875,2014,9999,.,.,.,.,.,.,9999,.,.,.,.,.,.,.,.,.,.,,Year Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
7l3,249,KID12AGD,3,I,A3,Child 12 - Age at death,Num,3,1231,1233,0,110,888,999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
7l4,250,KID12NEU,3,I,A3,Child 12 - Neurological problem,Num,1,1235,1235,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,"If Question 7l4 KID12NEU = 8 (N/A), then skip the remaining questions in the row","If Question 7l4 KID12NEU = 9 (Unknown), then skip the remaining questions in the row"
7l5,251,KID12PDX,3,I,A3,Child 12 - Primary diagnosis,Num,3,1237,1239,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7l4 KID12NEU = 8 (N/A),Blank if Question 7l4 KID12NEU = 9 (Unknown),,,,
7l6,252,KID12MOE,3,I,A3,Child 12 - Method of evaluation,Num,1,1241,1241,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7l4 KID12NEU = 8 (N/A),Blank if Question 7l4 KID12NEU = 9 (Unknown),,,,
7l7,253,KID12AGO,3,I,A3,Child 12 - Age of onset,Num,3,1243,1245,0,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7l4 KID12NEU = 8 (N/A),Blank if Question 7l4 KID12NEU = 9 (Unknown),,,,
7m1,254,KID13MOB,3,I,A3,Child 13 - Birth month,Num,2,1247,1248,1,12,99,.,.,.,.,.,.,99,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
7m2,255,KID13YOB,3,I,A3,Child 13 - Birth year,Num,4,1250,1253,1875,2014,9999,.,.,.,.,.,.,9999,.,.,.,.,.,.,.,.,.,.,,Year Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
7m3,256,KID13AGD,3,I,A3,Child 13 - Age at death,Num,3,1255,1257,0,110,888,999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
7m4,257,KID13NEU,3,I,A3,Child 13 - Neurological problem,Num,1,1259,1259,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,"If Question 7m4 KID13NEU = 8 (N/A), then skip the remaining questions in the row","If Question 7m4 KID13NEU = 9 (Unknown), then skip the remaining questions in the row"
7m5,258,KID13PDX,3,I,A3,Child 13 - Primary diagnosis,Num,3,1261,1263,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7m4 KID13NEU = 8 (N/A),Blank if Question 7m4 KID13NEU = 9 (Unknown),,,,
7m6,259,KID13MOE,3,I,A3,Child 13 - Method of evaluation,Num,1,1265,1265,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7m4 KID13NEU = 8 (N/A),Blank if Question 7m4 KID13NEU = 9 (Unknown),,,,
7m7,260,KID13AGO,3,I,A3,Child 13 - Age of onset,Num,3,1267,1269,0,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7m4 KID13NEU = 8 (N/A),Blank if Question 7m4 KID13NEU = 9 (Unknown),,,,
7n1,261,KID14MOB,3,I,A3,Child 14 - Birth month,Num,2,1271,1272,1,12,99,.,.,.,.,.,.,99,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
7n2,262,KID14YOB,3,I,A3,Child 14 - Birth year,Num,4,1274,1277,1875,2014,9999,.,.,.,.,.,.,9999,.,.,.,.,.,.,.,.,.,.,,Year Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
7n3,263,KID14AGD,3,I,A3,Child 14 - Age at death,Num,3,1279,1281,0,110,888,999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
7n4,264,KID14NEU,3,I,A3,Child 14 - Neurological problem,Num,1,1283,1283,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,"If Question 7n4 KID14NEU = 8 (N/A), then skip the remaining questions in the row","If Question 7n4 KID14NEU = 9 (Unknown), then skip the remaining questions in the row"
7n5,265,KID14PDX,3,I,A3,Child 14 - Primary diagnosis,Num,3,1285,1287,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7n4 KID14NEU = 8 (N/A),Blank if Question 7n4 KID14NEU = 9 (Unknown),,,,
7n6,266,KID14MOE,3,I,A3,Child 14 - Method of evaluation,Num,1,1289,1289,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7n4 KID14NEU = 8 (N/A),Blank if Question 7n4 KID14NEU = 9 (Unknown),,,,
7n7,267,KID14AGO,3,I,A3,Child 14 - Age of onset,Num,3,1291,1293,0,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7n4 KID14NEU = 8 (N/A),Blank if Question 7n4 KID14NEU = 9 (Unknown),,,,
7o1,268,KID15MOB,3,I,A3,Child 15 - Birth month,Num,2,1295,1296,1,12,99,.,.,.,.,.,.,99,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
7o2,269,KID15YOB,3,I,A3,Child 15 - Birth year,Num,4,1298,1301,1875,2014,9999,.,.,.,.,.,.,9999,.,.,.,.,.,.,.,.,.,.,,Year Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
7o3,270,KID15AGD,3,I,A3,Child 15 - Age at death,Num,3,1303,1305,0,110,888,999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,,
7o4,271,KID15NEU,3,I,A3,Child 15 - Neurological problem,Num,1,1307,1307,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 7 KIDS = 0 (No),,,,,"If Question 7o4 KID15NEU = 8 (N/A), then skip the remaining questions in the row","If Question 7o4 KID15NEU = 9 (Unknown), then skip the remaining questions in the row"
7o5,272,KID15PDX,3,I,A3,Child 15 - Primary diagnosis,Num,3,1309,1311,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7o4 KID15NEU = 8 (N/A),Blank if Question 7o4 KID15NEU = 9 (Unknown),,,,
7o6,273,KID15MOE,3,I,A3,Child 15 - Method of evaluation,Num,1,1313,1313,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7o4 KID15NEU = 8 (N/A),Blank if Question 7o4 KID15NEU = 9 (Unknown),,,,
7o7,274,KID15AGO,3,I,A3,Child 15 - Age of onset,Num,3,1315,1317,0,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7o4 KID15NEU = 8 (N/A),Blank if Question 7o4 KID15NEU = 9 (Unknown),,,,
